( có thể lên mẫu qua ảnh ),0
1 bài học nhớ đời trước cộng đồng mạng. 😂😂😂,0
1 cái bánh kem mà cđ mạng rảnh ghê :)),0
1 hành động có thể nói là vô duyên và bất lịch sự mà các nhà nhân cách học hs thầy huấn làm thấy khiếp quá. Ngta cũng đã xl rồi cũng chẳng ,0
1 lũ đạo đức giả đi phán xét người khác.,1
1 miếng khi đói,0
99 bảo 96 trưởng thành thì còn gì nhục hơn :)),0
Ae né ra coi chừng cưới nhầm nhỏ này,0
Ai chấp nhận thì chấp nhận chứ tao là tao đéo chấp nhận nhé. Cứ làm sai xloi là xong à. K có đâu. Tao phản đối😣😣,0
Ai có in4 nó k ạ?e vô chửi chết condime nó,1
ai có xưởng hoặc biết xưởng nào giới thiệu giúp em nhé. …Xem thêm,0
ai đỡ đk ca này,0
Ai giải thích cho t chuyện gì đang xảy ra vớiiii,0
"Ai quan tâm ,ngày sn bạn ngta tổ chức bất ngờ đi bú mút như thật làm ngta bỏ luôn cái bánh chả ai ăn xl con cá",1
Ai tin con này xin lỗi chân thành chứ tôi thì đéo =)) chân thành cc gì con này vẫn còn đang vênh mặt so giàu so gia thế các kiểu,1
Ám ảnh vl,1
Ăn xong mà nhỡ bánh có xyanua thì lại ăn l :))))),1
B kia phải cảm ơn chị vì làm cho e 1 cái sinh nhật đáng nhớ nhất trong đời 🤣,0
Bà cô hãm l,0
"Bà con tẩy chay fb đi, chứ thấy nhảm dần rồi đấy",0
Bán apple watch mua đền bánh kem cho ngta đi =)),0
Bằng 1 gói mang về😄,0
Bánh đây ăn đi ^^,0
Bánh to như này mà k ăn,0
Bảo nó mua cho set đồ chuộc lỗi đe 🤣🤣🤣🤣,0
Bây giờ đến lượt bà cô chó chết,1
Beat bị mua rồi ae ạ :))),0
"Biết sai biết xin lỗi là dc , chủ bánh chấp nhận thì thôi :)",0
"Bởi vậy mới có câu ""Học ăn, học nói, HỌC GÓI MANG VỀ"". 😌 Ba cái căn bản k học được thì chỉ có ăn... 😒😒😒",1
Cà chớn vl :)))) xlcc :)))),1
Các b à. Ly Ly e mình đã biết lỗi r. Tuy nó mapdit và ăn tham nhưng rất tốt bụng. Quệt bánh người ta mút tay như thế mà có đau bụng đâu. Thế nên là các b đừng chửi nó nữa.,0
Các cụ nói cấm có sai :)) miếng ăn là miếng nhục.)),0
Cái fb đen thui là ảo mà nhỉ,0
Cầu mong cái người bảo họ hàng hiện linh để gt,0
Chẳng qua bị chửi ác quá nên mới xin lỗi thôi,1
Chẳng ra thể thống cống rãnh gì,1
Chạy lại cũng tặng bạt tai cho nhớ .,0
Chị ăn bánh kem đã vô duyên rồi. Lại tới bạn chủ bánh kem 😩.,0
Chị gái liếm kem kia mất bao tiền để dc beat làm cho nổi tiếng thế :)),0
Chị hiền vl :)),1
Cho cái tay bẫn thỉu vào cái bánh,1
Cho nó phát 🦀🦀,0
chủ bánh đây :)),0
Chủ của bánh sinh nhật cũng tha thứ r chưởi đ gì nữa để ngta con đường lui với :))),0
Chủ nhân của chiếc bánh được ăn vụng nhé :)),0
"Chủ nhân tha nhưng cư dân mạng đéo tha,ok",0
Chúc bạn năm sau tổ chức sinh nhật sẽ không gặp thể loại halo như thế này nữa nhé 🥰,0
Chúc mừng sinh nhật bạn chủ bánh nhé!,0
Chúc mừng sinh nhật bạn! Hi vọng sinh nhật kế tiếp bánh còn nguyên,0
Chúc mừng sn bạn chủ bánh.. sn là ngày vui mà còn gặp thứ cô hồn vất vưởng :)),0
Chửi nhiều cho nó khôn ra,1
Chúng nó tạo scandal thôi mà bọn anh hùng bàn phím bị dắt mũi ghê quá :)) lao vào chửi bới như đúng rồi vậy. Nghĩ hài vcd trong khi nó thì ,1
Chuyện có thế kia mà cũng làm ầm lên ==))) đúng chất dân VN kkk,0
Chuyện đéo có gì to tác lm qa lên,1
Chuyện gì xảy ra vậy?,0
Chuyện này im con mẹ nó luôn rồi,0
Chuyện nhỏ xíu cũng làm cho căng ?,0
Có cả team người nhà đến dàn xếp cơ à,0
Có cái bánh kem mà khiến sinh nhật không Trọn Vẹn. Nghe nhảm nhí quá🙃.,0
Có cái cc gì mà cứ làm quá lên . Đm,1
Có cái lòn :)),1
Có chuyện cái bánh thôi mà rầm rộ 2 ngày qua. Riết nhảm rồi hông có gì đăng phỏmmmmm???,0
Có duyên lắm nhaaaaa,0
Có thể cũng hot,0
Còn bọn ng nhà halo nữa =]],0
con chó có cái đuôi. con ng có ý thức. m nhận sai ngay từ đầu thì mọi chuyện đâu đi đến nỗi này 🙄,1
Còn chưa đc xem clip :))),0
Cứ lên mxh sủa ngu thể hiện trình độ văn hoá dân trí thấp kém rồi xin lỗi là xong? :))),0
Cũng đến lúc ngưng đăng bài chế nhạo và hùa theo chửi bới người ta rồi . :),0
"cũng sao đâu, bạn kia vui vẻ với bạn bè của mình là đc, ko biết các bạn nghĩ sao chứ ăn bánh trước khi thổi nến h…Xem thêm",0
Cũng tội con bé kia chỉ vì việt nam tổ đội cào phím ác quá đưa con bé đi quá xa. Chứ cái clip đấy cũng ko quá thật sự nghiêm trọng như chỉ ,0
cười thầm,0
Đ ai thừa lỗi cho mà xin :)),1
Đ’ hiểu kiểu j,0
đã thành cứng,0
"Đăng ký làm khảo sát đổi thẻ cào, tiền mặt:",0
Đánh kẻ chạy đi chứ ko ai đánh người chạy lại.,0
Đánh kẻ chạy di k ai đánh kẻ chạy lại😊😊😊,0
Đánh kẻ chạy đi và chạy lại thì đánh nốt nhé 😛,0
Đấy acc fake câu flow thôi,0
"Đấy phải thế chứ , biết nhận sai và rút kinh nghiệm .",0
Đề nghị bỏ tù hết,0
Đề nghị tặng cái bánh sinh nhật cho cô gái ấy,0
Đền người ta cái bánh đi :))),0
Đéo :))),1
Đéo biết lsao. Nhưng tao thấy cô gái đáng yêu vãi lồl 😄.,1
Đéo đéo và đéo,1
"đéooo tin :3 cái mặt lòn còn cười nhe nhởn đấy mà ""nhận ra lỗi"" thì đéo tin đc",1
Đỉ lươn lẹo,1
Đm con hấp,1
Đm quả mặt lúc cười kinh vleu,1
"Đm, xấu người xấu cả giấc mơ 🤦🏻‍♀️",1
"Dù đã xin lỗi nhưng vết nhơ này vẫn tồn tại mãi thôi , nhắc đến là mọi ng nhớ ngay =))",0
đủ rồi...,0
"Dù sao người ta cũng đã xin lỗi rồi , chuyện gì qua thì cũng đã qua rồi , các bạn cũng nên cho người ta cơ hội làm lại từ đầu chứ ...qua chấm mút hộ mình cái bánh sinh nhật với.",0
đùa hơi quá chớn tí thôi,0
Đúng lad chết vì miếng ăn,1
đừng tha,0
"e dang sale đồng giá các sp sữa rửa mặt, tẩy da chết của Nhật nhé, ib e tư vấn",0
E sẽ nói những lời xamlol chân thành nhất =)),1
Em bây giờ em xin lỗi. Chứ k phải em nói giọng bố láo là e lớn tuổi nói người ta là bọn trẻ trâu đòi làm quen các thứ. Em lớn nên e đc ăn trc à. Hay là nhà e giàu lắm e k thiếu tiền mua bla bla.... Mà giờ e xin lỗi. Em sống lỗi zị em. K thân. 🙂,1
Em cần tìm gấp xưởng may chuyên hàng thời trang trẻ nữ tại hà nội,0
em mong chị gặp em để em nói những lời xin lỗi chân thành nhất bằng đầu gối vào bộ nhận diện ạ,0
Em nó thành thật xl rồi và chủ nhân đã lên tiếng nhận lời xl thì thôi mọi người cũng bỏ qua cho em nó. Bài học cho em nó như thế chắc cũng ,0
"Em thành thật xin lỗi chị cơ đấy. Ơ thế sao lúc đầu còn bảo "" lớn tuổi hơn nên được ăn trước là bình thường "" ?",0
Fb 1 đằng lên inta nói 1 nẻo. Đồ đạo đức giả =)))),1
Fb bạn này là Nấm Mờ nha... xinh phết :v,0
Gặp n đi b :)) cách nhau cái màn hình kb cảm xúc của ngta ntn đâu 🙂,0
gây lên hậu quả gì nghiệm trọng cả đâu,0
Gét cái thái độ ;))),0
Giả sử con nhỏ chấm mút bánh kém là chủ nhân cái bánh kem. Và bị mấy đứa ko quen biết j chấm mút thì nó có để yên ko,0
Giang sơn dễ đổi bản tính khó rời :))),0
Giờ không phải là chuyện của cái bánh nữa mà giờ là chuyện của những đứa đeo AW là kh nên kết bạn với những đứa nghèo :)),0
"Giờ nhỏ này phải quay clip xin lỗi người ta mới tin được,fb ảo giả tùm lum ko biết ai.",0
Gọi cả bà cô với thằng em họ vào xin lỗi nữa thì mới tha,0
Gửi bạn gái ăn vụng bánh kem ahihi,0
Ha Hong Ngoc b vào đọc rút kinh nghiệm nhé🤪,0
Hẳn là xin phép chủ của cái bánh rồi mới ăn,0
"Hehe sao bảo mấy bạn sinh nhật nhỏ tuổi hơn, muốn làm quen",0
Hết vc làm hay gì,0
"Hoàng Nguyễn Hải Ly hông sao, mọi ng chắc cũng thông cảm mà. Bạn bè vẫn bên cạnh cậu Ly à",0
Hơn tuần ngồi lót dép mà thấy im ắng vch.. bưng bít à??,0
̃i này.,0
ib xin lỗi vậy thôi hả ? Chả biết có thành ý hay thật tâm biết lỗi ko hay để xoa dịu dư luận thôi ?? 🙂,0
iều khi chính bản thân mình còn vô duyên bỏ mợ ra ấy chẳng qua không bị quay video lại thôi 🥴,1
K muốn làm mà muốn có ăn ư?,0
K nghe cave trình bày!,1
"Kệ con này, vụ học sinh treo giẻ lên chỗ ảnh Bác đang chìm rồi, ae cho lên đi chứ trường làm ăn bố láo đ chịu được",0
"Kệ đi , cx tạm chấp nhận Ly xl r",0
Không liên quan nhưng cái vụ xúc phạm bác hồ không thấy beat nói gì nhỉ ???,0
Kiếp trước làm chó. Lúc đầu thai gian dối ko uống canh mạnh bà. Nên kiếp này vẫn còn tính ăn vụng của chó ☺️. Hy vọng kiếp sau em lại về đư,1
"Ko biết các bạn thế nào, chứ đối với bọn mình sn mấy khi có bánh nên thấy chả sao cả, bạn nữ kia hơi vô duyên khi lấy tay khều bánh, nhưng ",0
Ko làm mà đòi có ăn thì ăn bánh kem 😊,0
ko nghĩ mọi việc đi quá xa đến như vậy :))) chắc sự việc ko đi xa như thế này chắc m vẫn nghĩ việc đấy chẳng có gì sai =))),0
lại thôi,0
Lày thuỳ Nhỗi .,0
Lày thuỳ Sin,0
Loạn lên làm gì? Con kia hãm lol tí thôi mà. Bỏ đi.,1
"Lỗi cái đéo gì mà lỗi, chắc giờ đang đi khách và nghĩ về tương lai . Kiểu như... thôi k nghĩ đc nữa :)))",1
Lôi vụ này lên lại đi ae,0
Mai ăn sáng nhé😂😂,0
Mẫu váy ng ăn vụng gần giống mẫu váy nhà e thế này cơ chứ😂,0
Mày cười đi con lon,1
Mẹ nó gạ ra gặp nó đánh đấy 😂,1
Meme mới hihihi :))),0
Mềnh tưởng là kệ những thị phi🤪🤣🤣,0
Miếng ăn là miếng nhục,0
Miếng ăn là miếng nhục quá trờiii nhục luonn :))))),0
Miếng ăn là miếng nhục...thôi thì con người ta nhiều khi cũng bị kiểu xúc tác tăng động một chút nhưng ko nghĩ lại ra nông nô,0
Mình lượm nhặt được của 1 chị đây,0
"Mình thấy bạn ăn vụng bánh kem dễ thương mà,gặp mình là chủ nhân cái bánh thì mình tặng bạn đó nguyên cái bánh vào mặt luôn",0
Mỗi cái bánh kem mà cái page này nhắc đi nhắc lại nhiều quá,0
Mong bạn rút ra bài học cho mình,0
Nè he,0
"nếu gặp nhau, nó lại đòi ""ăn""luôn bạn kia thì bỏ mịa :)))))",0
